title,company,location,description,date_posted,date_scraped,salary,skills,remote
Ruby on Rails Software Engineer,CyberCoders,"Palo Alto, CA","Minimum Required Skills:RUBY, Data Modeling, Whiteboarding, Test Driven Development, JS FrameworksWe are a disruptive software company in the consumer education and services space that is seeking to change the way the general public perceives, learns about and uses technology. By investing in the consumer's knowledge, we hope to improve the quality of their lives through better functionality and more efficient outcomes.  We've raised over 75MM in funding and have an impressive leadership/founding team with a track record of success at companies like Apple, Target and Nike to guide us through.  The reception and adaption to our technology has been overwhelmingly positive, continues to grow and we are seeking out a talented Full Stack Ruby on Rails Engineer to add to the family. ***This position is eligible for 2 remote days per week***What You Will Be Doing-   Collaborate in an exciting, tech focused, challenging and rewarding environment-   Design and develop applications that spread the gospel of tech with the user experience as the top priority-   Grow and take ownership of your products and scalable architecture-   Challenge process and development norms by bringing your innovative ideas to the table, dailyWhat You Need for this Position-   B.S. in C.S., SW Engineering, Human Computer Interaction or related discipline-   2+ years of professional experience with Ruby as your primary language-   You are happy when whiteboarding data models-   You love user interfaces, workflows and the nuances of user experience-   TDD, you obsess over code quality-   You have the ability to excel in a self-managing environment Pluses: -   React and/or flux frameworks (Redux preferred)-   Previous experience with eCommerce, logistics, or SaaS-   Lean startup experience-   Agile -   A/B testing-   Redis and/or SidekiqWhat's In It for YouFor your hard work, you will be rewarded with a strong compensation package that includes a competitive compensation package, medical/dental/health benefits, Equity, unlimited vacation policy (we actually use it), daily exposure to the brightest minds in our industry and other cool perks.Interviews will be ongoing and candidates who fill out the complete application will receive priority. If this sounds like the opportunity you've been waiting for... we look forward to hearing from you!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright © 1999 - 2017 . CyberCoders, Inc. All rights reserved.",Posted 2 hours ago,2017-10-19 09:01:44 -0500,"","RUBY, Data Modeling, Whiteboarding, Test Driven Development, JS Frameworks - RUBY, Data Modeling, Whiteboarding, Test Driven Development, JS Frameworks","$130,000 - $160,000Telecommuting not available"
Ruby on Rails-Senior Developer,"Titan Technologies, Inc.","Fort Myers, FL","Exciting Ruby on Rails opportunity with a client who has been voted to the list of top 100 employers two years in a row. (2015 &2016) This client really treats their employees well. This is one you will not want to pass up.We have an excellent relationship with this client and placed many people with them. Titan Technologies works hard and builds trusting relationships with our clients and candidates. We get resumes in front of the right people. Titan is your best option. Let us help you build your relationship with this client. We work with you and give you feedback every step of the process.**Our client is NOT offering visa sponsorship for this full time role.Job Title: Senior Software Developer (Ruby on Rails)Description: Seeking a talented and passionate Senior Full Stack Developer who wants to make an impact in the medical space.  Our system engages patients in their own health care through the use of automated surveys, video links, images, reminders, and alerts and by doing so contributes to increased patient satisfaction and better outcomes. Our system leverages Ruby on Rails, React, Docker, AWS and other tools but we are always evaluating new technologies and patterns that can have a positive impact on our products.Our ideal candidate has experience with Ruby on Rails, embraces testing, and is willing to learn and adapt to new technologies. Experience with continuous integration is preferred.Responsibilities:Actively participates in software application development.Translates abstract requirements into functional code to meet intended objectives and key results.Shows initiative and pro-actively implements application improvements and updates.Maintains and enhances existing applications. Effectively diagnoses and resolves application issues.Deals with all aspects of the technology stack from client side programming to configuring servers and running applications.Monitors applications for abnormalities and looks for areas to improve application availability and speed.Deploys code changes to different environments in a safe and reliable manner.Conducts code reviews, provides feedback, and suggests changes as needed. Assesses new technologies, programming languages, and software.Presents findings and recommendations to both the team and business.Works effectively with the UX, QA and Product Management teams during all stages of application development (ideation, design, build, test, and release).Education and Experience:Bachelor’s degree in Computer Science or related field preferred.7+ years of hands-on experience developing web/mobile applications that are used in a production environment. Experience writing robust, pragmatic code following design patterns/anti-patterns.  Skill Requirements/Specialized Courses and/or Training:Advanced experience developing and supporting web and/or mobile applications using programming/scripting languages such as Ruby, Objective-C, Go, Python or Java.Advanced experience developing applications using a framework such as Ruby on Rails or MVC on iOS.In-depth understanding of modern web development techniques and standards including JavaScript, responsive web design, and front end development frameworks.Knowledge of React and AngularJS is a plus. iOS, Swift, Objective-C, and UIKit development skills are a plus. Android and Java development skills are a plus. Advanced understanding of relational database design.Experience with NoSQL data stores is a plus. Must be able to write SQL queries and understand database concepts such as stored procedures, views and triggers. Experience working with web services. Knowledge of or experience with micro-services or service-oriented architecture a plus.Knowledge of application security and identity management solutions such as OAuth, certificates and encryption. Experience with performance tuning tools (e.g. Instruments for iOS, Chrome Web Tools, etc.).Knowledgeable about web standards, W3C specifications, and cross-browser/cross-platform/cross-device compatibility.Advanced experience with distributed version control systems such as Git. Ability to work effectively with little supervision and strong attention to detail in a team environment. Ability to work on multiple projects at the same time. Individual must be highly motivated and self-directed.Experience with Agile development methodologies.Familiarity with continuous integration. Knowledge of or willingness to learn Ruby, Objective C, Go, Swift, Java or any language/technology required by the project. ",Posted 1 day ago,2017-10-19 09:01:45 -0500,"","Software Engineer, Software Developer,  Ruby on Rails, React, Docker, AWS, AngularJS, NO SQL",Depends On ExperienceTelecommuting not available
"Senior Software Engineer- Ruby,...",CyberCoders,"Chicago, IL","Minimum Required Skills:RUBY, Ruby On Rails, JavaScript/JQuery, MySQL, ElasticSearch, GIT, TDD/BDD, Rspec/Cucumber/Capybara, NoSQL, Distributed SystemsIf you are a Senior Software Engineer or Tech Lead with 5+ years of full stack engineering or development with Ruby, Ruby on Rails, and JavaScript, please read on!  Based in Chicago, We are a well-funded, VC backed start up with a good amount of equity and opportunity for you to make a huge impact on our technical process and culture.  We are looking for a Senior Software Engineer or hands-on Lead to join our fast growing team!This opportunity will be give the right candidate a chance to take ownership of significant technical areas in our small, but rapidly growing company. Most importantly, you will get to tackle complex analytical problems across a large data sets in a tech-oriented company.  So if you have a proven track record of full stack development and comfortable with our tech stack: Ruby, Ruby on Rails, JavaScript (ES6), Elasticsearch, MySQL and NoSQL environments, then please apply now!Top Reasons to Work with Us1. Massive Growth2. Stable and Great Work Life Balance3. Work with latest technologiesWhat You Will Be Doing- Working on application features - enhance current ones and create new ones that we ensure to hit the market- Full Stack design and development, utilizing Ruby and Ruby on Rails - Data Modeling and querying at scale in MySQL and NoSQL.- Make pragmatic technical decision-making to ensure we're delivering high quality software as quickly as possible.What You Need for this PositionRequired:- 5+ years of Full Stack Software Engineering experience- Advanced level Ruby and Ruby on Rails experience- Proficient with web technologies such as JavaScript, jQuery, CSS3, and HTML5- Experience with SQL and relational databases such as MySQL and PostgreSQL- Strong experience with Git or similar source control software- Strong TDD and Agile Development experienceNice to have skills, but NOT REQUIRED: - Experience with JavaScript MVC frameworks such a React.js/Redux, Angular.js, Ember.js, etc.- Experienced with NoSQL databases such as MongoDB or Redis- Experience with GraphQL or Elasticsearch- Experience with AWS or HerokuWhat's In It for You- Very competitive salary of $100 - $140k, DOE- Equity- Health Benefits- 401k- Work From Home 2 days a week; NOT a 100% REMOTE Opportunity- More Perks!So, if you are a Senior Software Engineer with 5+ years of full stack software development or architecture and extensive experience with Ruby, Ruby on Rails, JavaScript, NoSQL/ MySQL, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright © 1999 - 2017 . CyberCoders, Inc. All rights reserved.",Posted 2 hours ago,2017-10-19 09:01:46 -0500,"","RUBY, Ruby On Rails, JavaScript/JQuery, MySQL, ElasticSearch, GIT, TDD/BDD, Rspec/Cucumber/Capybara, NoSQL, Distributed Systems - RUBY, Ruby On Rails, JavaScript/JQuery, MySQL, ElasticSearch, GIT, TDD/BDD, Rspec/Cucumber/Capybara, NoSQL, Distributed Systems","$100,000 - $150,000Telecommuting not available"
Senior Ruby on Rails Software...,CyberCoders,"Worcester, MA","Minimum Required Skills:Ruby On Rails, JavaScript, Web API, JQuery, PostgreSQLIf you are a Senior Ruby on Rails Software Engineer who's looking for the next great career opportunity in Worcester, MA... please read on!We're a leading builder and source of location-based data and tools for risk analysis that help our corporate user base nationwide.  Our location based data, analytics and services help our customers, who are insurers, retailers and real estate professionals, make better location based decisions.  We are a fun, talented and growing web application and big data company that seeking a Senior Ruby on Rails Software Engineer due to the growth and demand for our services, we are in need of hiring for a Software Engineer. If you are interested in joining an innovative company that pushes the envelope in big data web applications and definitely cares about providing a great working environment for its employees, then apply immediately.Top Reasons to Work with Us- $120K- $130K-Competitive Benefits Package-Excellent Company Culture-Work/Life Balance-Dog-Friendly work place-Fridge stocked with craft beersWhat You Will Be DoingA Software Engineer that possesses strong experience with Ruby on Rails, PostgreSQL, JavaScript who will be working in an agile environment, solving challenging problems, and incorporate new features.What You Need for this PositionWhat You Need for this Position-Data-heavy web applications experience -Ruby on Rails-PostgreSQL-AWS-JavaScript, Jquery, HTML, CSS-Web API developmentNice to Have:-HAML, SASS-DevOps Experience-Data mining ExperienceSo, if you are a Ruby on Rails Software Engineer with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright © 1999 - 2017 . CyberCoders, Inc. All rights reserved.",Posted 2 hours ago,2017-10-19 09:01:48 -0500,"","Ruby On Rails, JavaScript, Web API, JQuery, PostgreSQL - Ruby On Rails, JavaScript, Web API, JQuery, PostgreSQL","$120,000 - $130,000Telecommuting not available"
Senior Software Engineer(Ruby on...,Source Coders,"Santa Barbara, CA","Senior Software Engineer (Ruby on Rails)Santa Barbara, CAOur client is looking for someone to join their team immediately. Based near to Santa Barbara with a beautiful beach front office location, we promote a company ethos which encourages collaboration and excellence. Our product is a market leading cloud based enterprise application with over a million users. Our goal is to scale up to 10 million. We know Ruby has the scalability and we are looking for engineers to develop the vision.Our analytics team is focused on developing a dashboard system, working with terabytes of data and millions of users. If big data, business intelligence and data visualizations are areas of interest to you, this role will give you opportunity to work on these solutions.We are also developing a world class document/photo file management system from the ground up which could be a project for you to show your abilities on.Our tech stack includes Ruby on Rails, ReactJS and PostgreSQL with our mobile apps providing access to many of our tools on iOS, Android, and Windows. Your role:Create fully functional applications from UX designsArchitect scalability & performanceReview code and make improvement recommendationsMentor junior engineers  About you: Strong Ruby on Rails experience Experience with asynchronous requests in large scale applications Familiarity working in an Agile development and with TDDExperience in SQL (PostgreSQL) and developing RESTful APIs Familiarity with AWS, HTML, and CSSExperience with Javascript libraries, preferably React.js preferredCollaboration and contribution to open source We offer health care plan, paid vacation, stock options and employee development programsSenior Software Engineer (Ruby on Rails) ",Posted 1 day ago,2017-10-19 09:01:49 -0500,"",Ruby on Rails,"$160,000.00Telecommuting not available"
Ruby on Rails Software Engineer -...,CyberCoders,"New York, NY","Minimum Required Skills:Ruby On Rails, JavaScript, MySql/ postgresQL/Redis, graphqlIf you are a Ruby on Rails Software Engineer with experience, please read on!We are a mission-based company, working with the top companies (including the big 4 social media companies) to build effective HR and learning tools for their employees. We are working to enable corporate learning models towards a more effective, content-driven place. We are looking for a backend engineer who is highly proficient with Ruby on Rails and enjoys working on fresh code, architecting, and owning the backend dev cycles.Top Reasons to Work with UsWe think it's a great thing that we are small, but well-funded. That means that we are a family, and we spend our money and energy towards building a great environment. In addition, we are working on something that makes a difference in the economy - we want to enable employees to succeed and grow. Lastly, we will, of course, be paying you.What You Will Be DoingOwn, architect, grow our back end.What You Need for this PositionAt Least 1 Year of experience and knowledge of:- Ruby on Rails- JavaScript- MySql/ postgresQL/Redis- graphqlWhat's In It for You$$, food, laughs, gear + swagSo, if you are a Ruby on Rails Software Engineer with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright © 1999 - 2017 . CyberCoders, Inc. All rights reserved.",Posted 1 day ago,2017-10-19 09:01:50 -0500,"","Ruby On Rails, JavaScript, MySql/ postgresQL/Redis, graphql - Ruby On Rails, JavaScript, MySql/ postgresQL/Redis, graphql","$120,000 - $175,000Telecommuting not available"
Ruby on Rails Engineer,WSI Nationwide,"White Plains, NY","Senior Ruby on Rails Engineer / Ruby on Rails Developer, full stack developer for a White Plains, NY based technology company that seeks a very talented Ruby on Rails Engineer / Ruby on Rails Developer to help lead, build, and enhance a rapidly growing company.-Qualified Senior Ruby on Rails Engineer / Ruby on Rails Developer candidates will have:-1-3 years Ruby on Rails development skillsJavaScript skillsServer Side and Database integration skillsExperience with web services-The selected Senior Ruby on Rails Engineer / Ruby on Rails Developer candidate will:-Be part of an Agile development team and be comfortable working in a pair programming environmentHave a big role in developing new features and utilizing great codeHave a passion for building exceptional web products-What you get:-Competitive salary and equityVery unique and successful business cultureAmazing work location with great autonomy and project ownership-This outstanding career opportunity is based in the White Plains, NY area offering competitive starting base salary in the $130,000.00 - $150,000.00 per year range based on experience plus full benefits. Your asking compensation will be submitted after your approval. Candidates with solid skills, competitive compensation requirements will be reviewed first.-If you know someone who might qualify, (No 3rd party referrals or agencies for any WSI requirements. Please don't call to ask if there any exceptions, there aren't), e-mail a Word or RTF resume with contact information, address and phones to Jay D., with the subject line of this message in the subject line of the message you send, (no URL resume links and please do not return a copy of this announcement with your response) at jayd@wsinationwide.com, call 212-410-1400 or fax to 212-426-2558.-(To insure formatting & print quality, you may also mail a copy to me at WSI Nationwide, Inc, 1617 Third Avenue, Box #286415, New York, NY 10128-0004).-When resumes are received, the candidate is contacted if there is a match, the situation is thoroughly described and the candidate tells us how they would like us to proceed. No information leaves our office without prior approval. This creates long term relationships, which we encourage.",Posted 15 minutes ago,2017-10-19 09:01:51 -0500,"","Ruby on Rails development, JavaScript, Server Side and Database integration, web services","$130,000-$150,000/yrTelecommuting not available"
Ruby on Rails Engineer,WSI Nationwide,"New York, NY","Ruby on Rails Engineer / Ruby on Rails Developer, full stack developer for a New York City based technology company that seeks a very talented Ruby on Rails Engineer / Ruby on Rails Developer to help lead, build, and enhance a rapidly growing company.-Qualified Ruby on Rails Engineer / Ruby on Rails Developer candidates will have:-1-3 years Ruby on Rails development skillsJavaScript skillsServer Side and Database integration skillsExperience with web services-The selected Ruby on Rails Engineer / Ruby on Rails Developer candidate will:-Be part of an Agile development team and be comfortable working in a pair programming environmentHave a big role in developing new features and utilizing great codeHave a passion for building exceptional web products-What you get:-Competitive salary and equityVery unique and successful business cultureAmazing work location with great autonomy and project ownership-This outstanding career opportunity is based in the New York City area offering competitive starting base salary in the $90,000.00 - $110,000.00 per year range based on experience plus full benefits. Your asking compensation will be submitted after your approval. Candidates with solid skills, competitive compensation requirements will be reviewed first.--This outstanding career opportunity is based in New York offers a competitive starting base salary in the $90,000.00 - $110,000.00 plus bonus per year range based on experience plus full benefits. Your asking compensation will be submitted after your approval. Candidates with solid skills, competitive compensation requirements will be reviewed first.-If you know someone who might qualify, (No 3rd party referrals or agencies for any WSI requirements. Please don't call to ask if there any exceptions, there aren't), e-mail a Word or RTF resume with contact information, address and phones to Jay D., with the subject line of this message in the subject line of the message you send, (no URL resume links and please do not return a copy of this announcement with your response) at jayd@wsinationwide.com, call 212-410-1400 or fax to 212-426-2558.-(To insure formatting & print quality, you may also mail a copy to me at WSI Nationwide, Inc, 1617 Third Avenue, Box #286415, New York, NY 10128-0004).-When resumes are received, the candidate is contacted if there is a match, the situation is thoroughly described and the candidate tells us how they would like us to proceed. No information leaves our office without prior approval. This creates long term relationships, which we encourage.",Posted 30 minutes ago,2017-10-19 09:01:53 -0500,"","1-3 years Ruby on Rails development, JavaScript, Server Side and Database integration, web services","$90,000.00-$110,000Telecommuting not available"
Ruby on Rails Engineer,CyberCoders,"Pasadena, CA","Minimum Required Skills:RUBY, Rails, JavaScript, HTML, SASS, Angular, REACTIf you are a Ruby on Rails Engineer in the Pasadena/LA area, read on!We are a tech startup based in Pasadena, CA, and we have one of the sharpest teams around!We are currently looking for a Ruby on Rails Engineer to join our team and start ASAP!If you're looking for a great new opportunity, you've found it!Apply now!What You Need for this PositionAt Least 3 Years of experience and knowledge of:- RUBY- Rails- JavaScript- HTML- SASS- Angular- REACTSo, if you are a Ruby on Rails Engineer with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance.Copyright © 1999 - 2017 . CyberCoders, Inc. All rights reserved.",Posted 2 hours ago,2017-10-19 09:01:54 -0500,"","RUBY, Rails, JavaScript, HTML, SASS, Angular, REACT - RUBY, Rails, JavaScript, HTML, SASS, Angular, REACT",UnspecifiedTelecommuting not available
Senior Full Stack Ruby on Rails...,CyberCoders,"Redding, CA","Minimum Required Skills:Ruby On Rails, JavaScript, ReactJS, Redux, Sagas, Ruby on Rails / RoR / Ruby / Rails, Front-End Development, RUBY, Back-End Development, Senior DeveloperIf you are a Senior Full Stack Ruby on Rails Engineer with experience, please read on!Top Reasons to Work with UsWe are a rapidly growing start up with a sports based application and complete system for managing your youth sports organization. You will provide key input into many decisions, ranging from technical to process to hiring future team members. This is a great time to get on board and help shape the team and product. You are no longer just a cog in the machine, but a true and tried voice to help us grow.What You Will Be DoingLeading a small development team and making sound strategic decisions while working with Ruby on Rails and JavaScript.What You Need for this PositionHas at least 3 years experience with Ruby on Rails and JavaScriptHas at least a working knowledge of ReactJS, Redux, and SagasBrings a high level of discipline to every day developmentWrites automated tests for the production code they writeExperience leading a team of engineersCan effectively discuss tradeoffs with non-technical team membersIs very product minded and easily develops empathy for usersBonus points ifYou have first hand experience with youth sportsYou have professional experience working with another back-end tech stack before RubyYou also have experience building native mobile applicationsWhat's In It for You$100K-175K based on experienceCompensation includes salary as well as the possibility for equity and benefits.So, if you are a Senior Full Stack Ruby on Rails Engineer with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright © 1999 - 2017 . CyberCoders, Inc. All rights reserved.",Posted 2 hours ago,2017-10-19 09:01:55 -0500,"","Ruby On Rails, JavaScript, ReactJS, Redux, Sagas, Ruby on Rails / RoR / Ruby / Rails, Front-End Development, RUBY, Back-End Development, Senior Developer - Ruby On Rails, JavaScript, ReactJS, Redux, Sagas, Ruby on Rails / RoR / Ruby / Rails, Front-End Development, RUBY, Back-End Development, Senior Developer","$100,000 - $150,000Telecommuting not available"
Senior Ruby on Rails Engineer,CyberCoders,"Santa Monica, CA","Minimum Required Skills:Ruby On Rails, AWS, Linux, Computer Science, Object Oriented DevelopmentWe are a streaming media company in the business of entertaining and uplifting original content. Our goal is to provide the world with beautiful stories that the whole family can enjoy together. Spanning across technology platforms galore, gorgeous work and inspiring messages are reaching all around the world.We're looking for an unparalleled Senior Ruby on Rails developer to take charge of development and architecture efforts while innovating on our dynamic web application.What You Will Be Doing- Building robust and scalable software in Ruby and Ruby on Rails- Design and create microservices and architecture for the items you work on- Work on integrations with other internal and external teams- Participate in creating and clarifying User Stories, and in planning Sprints- Dive into hard problems and successfully deliver great results on scheduleWhat You Need for this Position- Ruby on Rails experience or knowledge- Object Oriented Programming background (Ruby, Python, Java, C++, C#, etc.)- Proven track record of developing and maintaining multiple APIs- Experience with authentication- Strong computer science fundamentals (design patterns, algorithms, etc.)- Experience with Amazon Web Services- An entrepreneurial spirit!- Desire Spree KnowledgeWhat's In It for You- Competitive Base Salary- Great Benefits- Fun company events- 401K- Fully-stocked kitchen- Ability to wear jeans and a t-shirt- A fantastic atmosphere at our HQSo if you're a strong Ruby on Rails Engineer, apply today!  Interviews are happening now!Or, email your resume directly to Stephanie.Cluney@CyberCoders.comOnly candidates authorized to work full-time for any employer in the US will be considered.Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance.Copyright © 1999 - 2017 . CyberCoders, Inc. All rights reserved.",Posted 2 hours ago,2017-10-19 09:02:00 -0500,"","Ruby On Rails, AWS, Linux, Computer Science, Object Oriented Development - Ruby On Rails, AWS, Linux, Computer Science, Object Oriented Development","$100,000 - $140,000Telecommuting not available"
Ruby on Rails Engineer,Strategic Employment Partners,"New York, NY","This innovative software start-up located in New York City is looking for a Senior Ruby on Rails Engineer to help work on their core B2B software product. If you enjoy programming in Ruby on Rails, then this is the position for you. This position will be a full-time role that will require you to work onsite. Compensation: $120-150k DOE plus benefitsJob Description:·        Work with a small team of software engineers and business professionals ·        Construct interactive software using Ruby on Rails·        Demonstrate and utilize strong coding abilities with the ability to see a product through independently and on a teamRequirements·        5+ years of experience as a software engineer·        Strong professional experience with Ruby on Rails Pluses:·        Experience with Heroku·        Experience working in a startup ",Posted 2 hours ago,2017-10-19 09:02:01 -0500,"","Ruby on Rails, ROR, heroku",150000.00Telecommuting not available
Ruby on Rails Engineer -...,CyberCoders,"San Francisco, CA","Minimum Required Skills:Ruby On Rails, PostgreSQL / MySQL, JavaScript Frameworks (Angular / React), AWS and/or HerokuIf you are a Software Engineer with Ruby on Rails experience that is interested in working with massive amounts of data, please read on!Based in San Francisco, we are a leading analytics company measures the way media influences people to visit places.   Our analytics platform provides new insights into the way owned, paid and earned media exposures impact visitation from users.  We are working with massive amounts of data...a few BILLION DATA POINTS A DAY!!!!  Our proprietary platform is the first of its kind and we have zero competitors in our space.  Our clients include leading travel organizations such as TripAdvisor, VisitCalifornia.com, Disney, and many more.  This is a great opportunity to have a huge impact on a small team and work directly with our CTO.  We have offices in San Francisco and New York, so you will have the opportunity to visit both and work out of either location.  We are currently looking for a highly motivated, full-stack engineer who is interested in big data to build and ship our next generation online analytics platform. As a Full Stack Engineer, you will be responsible for building products that offer outstanding user experience to our end users, powered by one of the largest mobile location data sets in the industry.  If this sounds interesting to you, then apply ASAP!Top Reasons to Work with Us- Competitive Salary- Equity- Work with massive data that you won't find anywhere else!- Have a big impact in our product and companyWhat You Need for this Position- Ruby On Rails- PostgreSQL / MySQL- JavaScript Frameworks (Angular / React)- Heroku and/or AWS Huge bonus points for:- Visualization tools (D3.js / Highcharts) - Big Data experienceSo, if you are a Software Engineer with Ruby on Rails experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright © 1999 - 2017 . CyberCoders, Inc. All rights reserved.",Posted 2 hours ago,2017-10-19 09:02:02 -0500,"","Ruby On Rails, PostgreSQL / MySQL, JavaScript Frameworks (Angular / React), AWS and/or Heroku - Ruby On Rails, PostgreSQL / MySQL, JavaScript Frameworks (Angular / React), AWS and/or Heroku",UnspecifiedTelecommuting not available
Lead Ruby on Rails Engineer,CyberCoders,"Mountain View, CA","Minimum Required Skills:Ruby On Rails, AWS, Enterprise, SaaSDo you want to know how the future is going to work? Do you want to be involved with a company that will be brilliant?Well if you do and you love the SaaS, then read on!  We need to find a hands-on Ruby On Rails expertise!Top Reasons to Work with UsThis is an exciting role in a high energy startup.  We are in high-growth mode and our technology is  disrupting an industry that has changed little in 20 years.  We know how to listen and we know we are passionate.As a Director of Engineering--you will help Fortune 500 enterprise customers instill a culture of continuous learning into their organization.What You Will Be DoingSupport a highly available, secure and scalable enterprise application in the cloud. We're looking for someone that wants to make a difference, someone who has been passionate about helping customers even when it means it might impact the bottom line. We want a Director who still loves to code AND enjoys building a team.What You Need for this Position5+ years of Software Engineering experience including the following:Ruby On Rails expertiseAWS expertiseExperience in a Startup or SaaS/Enterprise environment is essential.A passion for solving complex customer problems in the most robust and fastest way possible.What's In It for YouHighly competitive salary- Benefits- Flexible schedule- Stock OptionsSo, if you are a Ruby-on-Rails expert looking to elevate your skills while elevating our product then I look forward to you emailing your resume to me at brian.ward@cybercoders.comApplicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright © 1999 - 2017 . CyberCoders, Inc. All rights reserved.",Posted 2 hours ago,2017-10-19 09:02:04 -0500,"","Ruby On Rails, AWS, Enterprise, SaaS - Ruby On Rails, AWS, Enterprise, SaaS","$120,000 - $140,000Telecommuting not available"
